Data;Godzina;Krajowe zapotrzebowanie na moc;Suma zdolno�ci wytw�rczych jednostek wytw�rczych w KSE;Suma zdolno�ci wytw�rczych JGWa;Suma zdolno�ci wytw�rczych JGFWa;Suma zdolno�ci wytw�rczych JGMa;Suma zdolno�ci wytw�rczych JGPVa;Sumaryczna generacja JG aktywnych: JGWa, JGFWa, JGMa i JGPVa;Sumaryczna generacja JGWa;Sumaryczna generacja JGFWa;Sumaryczna generacja JGMa;Sumaryczna generacja JGPVa;Sumaryczna generacja jednostek wytw�rczych nieuczestnicz�cych aktywnie w Rynku Bilansuj�cym;Generacja �r�de� wiatrowych;Generacja �r�de� fotowoltaicznych;Sumaryczna moc �adowania JGMa;Krajowe saldo wymiany mi�dzysystemowej r�wnoleg�ej;Krajowe saldo wymiany mi�dzysystemowej nier�wnoleg�ej;Rezerwa mocy ponad zapotrzebowanie;Rezerwa mocy poni�ej zapotrzebowania;Suma mocy z wykorzystanych Ofert Redukcji Obci��enia JGOa
2024-04-18;1;17240;24627;19777;-;0;-;11035;11035;-;0;-;4850;805;0;22,00;834;474;5133;-2504;0
2024-04-18;2;16588;24593;19762;-;0;-;10742;10742;-;0;-;4831;827;0;46,00;459;579;5456;-2166;0
2024-04-18;3;16231;24689;19762;-;0;-;10847;10847;-;0;-;4927;919;0;117,00;541;-3;5338;-2284;0
2024-04-18;4;16247;24809;19762;-;0;-;10732;10732;-;0;-;5047;1042;0;117,00;255;320;5480;-2142;0
2024-04-18;5;16769;25006;19907;-;0;-;10738;10738;-;0;-;5099;1084;0;117,00;674;399;5652;-2115;0
2024-04-18;6;17630;24928;19800;-;0;-;11263;11263;-;0;-;5128;1099;2;46,00;969;342;5023;-2637;0
2024-04-18;7;20483;25969;19672;-;771;-;13765;13606;-;159;-;5526;1049;346;0,00;1121;99;2553;-4979;0
2024-04-18;8;22010;28104;19875;-;1350;-;15358;14416;-;942;-;6879;999;1706;0,00;233;-523;1854;-5881;0
2024-04-18;9;22637;29659;19648;-;1333;-;14343;13662;-;681;-;8678;1025;3488;0,00;415;-857;2388;-4822;0
2024-04-18;10;22463;30883;19569;-;1123;-;12414;12267;-;148;-;10191;1156;5002;8,00;700;-861;3493;-3531;0
2024-04-18;11;22181;31945;19605;-;762;-;11231;11231;-;0;-;11578;1391;6203;188,00;377;-862;4546;-2444;0
2024-04-18;12;22508;32336;19514;-;1061;-;11700;11700;-;0;-;11761;1596;6295;880,00;342;-522;3923;-2593;0
2024-04-18;13;22154;32445;19627;-;677;-;11256;11256;-;0;-;12141;1764;6517;1082,00;670;-840;4580;-1874;0
2024-04-18;14;21530;31873;19113;-;302;-;10359;10359;-;0;-;12458;1971;6634;1145,00;684;-862;4935;-1484;0
2024-04-18;15;21340;31227;19298;-;77;-;10761;10761;-;0;-;11852;2164;5805;1141,00;301;-462;4725;-1807;0
2024-04-18;16;21126;30952;19695;-;14;-;10706;10706;-;0;-;11243;2340;4982;597,00;-231;61;4750;-1782;0
2024-04-18;17;21002;30878;19523;-;87;-;10360;10360;-;0;-;11268;2593;4712;214,00;-456;266;5602;-1016;0
2024-04-18;18;21468;29695;19736;-;638;-;11634;11634;-;0;-;9321;1990;3221;46,00;108;277;4238;-2743;0
2024-04-18;19;21874;28587;20442;-;1017;-;13899;13812;-;87;-;7128;1657;1190;0,00;555;295;2409;-4958;0
2024-04-18;20;22514;27468;20296;-;1323;-;15996;15270;-;725;-;5849;1403;82;0,00;363;487;1323;-6014;0
2024-04-18;21;22711;27143;20078;-;1351;-;15702;14983;-;719;-;5714;1347;0;0,00;621;600;1480;-5933;0
2024-04-18;22;21204;27478;20181;-;1334;-;12552;12542;-;10;-;5963;1612;0;32,00;2118;588;3479;-3628;0
2024-04-18;23;19555;27788;20346;-;1312;-;10428;10428;-;0;-;6130;1934;0;32,00;2231;809;5785;-1455;0
2024-04-18;24;18157;27577;20373;-;984;-;9823;9823;-;0;-;6220;2069;0;32,00;1360;798;6176;-978;0
2024-04-19;1;17344;26357;20233;-;0;-;10074;10074;-;0;-;6124;2082;0;145,00;739;409;5477;-1457;0
2024-04-19;2;16703;26510;20174;-;0;-;10200;10200;-;0;-;6336;2288;0;328,00;122;406;5467;-1415;0
2024-04-19;3;16560;26700;20131;-;0;-;10294;10294;-;0;-;6569;2529;0;368,00;-394;424;5263;-1579;0
2024-04-19;4;16517;26763;20131;-;0;-;10062;10062;-;0;-;6632;2610;0;237,00;-321;351;5501;-1341;0
2024-04-19;5;16736;27011;20131;-;0;-;9610;9610;-;0;-;6880;2856;0;106,00;160;246;6036;-806;0
2024-04-19;6;17503;27055;20235;-;0;-;10378;10378;-;0;-;6820;2785;6;90,00;65;330;5318;-1628;0
2024-04-19;7;20244;27986;20238;-;512;-;12430;12145;-;285;-;7236;2610;469;0,00;323;235;3533;-3416;0
2024-04-19;8;22097;29958;20489;-;683;-;12783;12489;-;295;-;8786;2274;2272;0,00;483;167;3584;-3616;0
2024-04-19;9;22524;30995;20506;-;170;-;11165;10995;-;170;-;10319;1820;4364;8,00;882;152;4958;-1961;0
2024-04-19;10;22432;32339;20496;-;161;-;11157;11030;-;127;-;11682;1542;6032;215,00;-293;-136;4580;-2284;0
2024-04-19;11;22027;32503;20381;-;0;-;10260;10260;-;0;-;12122;1575;6564;429,00;31;200;5738;-1131;0
2024-04-19;12;21742;32457;20405;-;0;-;9921;9921;-;0;-;12052;1690;6421;456,00;123;106;6032;-861;0
2024-04-19;13;21822;32427;20473;-;0;-;10133;10133;-;0;-;11954;1840;6206;467,00;185;47;5999;-905;0
2024-04-19;14;21431;32194;20535;-;0;-;10005;10005;-;0;-;11659;1967;5785;279,00;407;-177;6393;-555;0
2024-04-19;15;21173;31828;20375;-;0;-;9857;9857;-;0;-;11453;2058;5469;75,00;-51;281;6480;-581;0
2024-04-19;16;21330;30164;20089;-;169;-;11111;11111;-;0;-;9906;1765;4175;54,00;142;248;4601;-2444;0
2024-04-19;17;21355;30103;20727;-;459;-;11410;11314;-;95;-;8917;1611;3322;0,00;844;430;5048;-1800;0
2024-04-19;18;21223;29370;20662;-;852;-;12002;11668;-;334;-;7856;1446;2252;0,00;539;680;4223;-2492;0
2024-04-19;19;21626;27955;20502;-;1095;-;13977;13473;-;504;-;6358;1343;810;0,00;730;556;2879;-4868;0
2024-04-19;20;22539;27584;20572;-;1348;-;15416;14654;-;762;-;5664;1429;52;0,00;875;527;1545;-6066;0
2024-04-19;21;22703;28024;20805;-;1351;-;15310;14560;-;750;-;5868;1633;0;0,00;939;575;1817;-5876;0
2024-04-19;22;20931;28055;20577;-;1334;-;13507;13262;-;245;-;6144;1921;0;0,00;517;708;2191;-5047;0
2024-04-19;23;19475;27676;20374;-;1349;-;11638;11638;-;0;-;5953;1829;0;0,00;937;843;3129;-3728;0
2024-04-19;24;18200;27648;20586;-;992;-;10778;10778;-;0;-;6070;2007;0;0,00;695;630;4166;-2919;0
2024-04-20;1;17333;27132;20720;-;424;-;10274;10274;-;0;-;5988;2059;0;24,00;579;466;3544;-3089;0
2024-04-20;2;16792;27121;20670;-;256;-;10077;10077;-;0;-;6195;2274;0;32,00;74;464;3727;-2856;0
2024-04-20;3;16183;26998;20450;-;257;-;9863;9863;-;0;-;6291;2400;0;32,00;-427;461;3708;-2775;0
2024-04-20;4;15951;27036;20451;-;34;-;9414;9414;-;0;-;6551;2650;0;32,00;-444;461;4184;-2276;0
2024-04-20;5;15892;27341;20663;-;0;-;9208;9208;-;0;-;6678;2771;0;32,00;-424;463;4569;-2022;0
2024-04-20;6;16233;27285;20670;-;0;-;9361;9361;-;0;-;6615;2719;3;24,00;-184;410;4322;-2231;0
2024-04-20;7;17661;27683;20654;-;95;-;9737;9737;-;0;-;6934;2647;373;0,00;540;460;3971;-2492;0
2024-04-20;8;18236;29009;20805;-;204;-;9556;9438;-;118;-;8000;2581;1442;11,00;660;316;4588;-1893;0
2024-04-20;9;18797;30891;20999;-;543;-;8911;8368;-;543;-;9349;2817;2558;17,00;280;330;5477;-1026;0
2024-04-20;10;19401;32147;21012;-;576;-;8636;8060;-;576;-;10559;3346;3314;22,00;-58;288;5775;-777;0
2024-04-20;11;19738;32568;20850;-;347;-;8336;7989;-;347;-;11371;3648;3844;22,00;-153;383;6019;-483;0
2024-04-20;12;19745;32646;21029;-;0;-;8286;8286;-;0;-;11617;3560;4172;621,00;145;235;5648;-1039;0
2024-04-20;13;20001;32975;20949;-;0;-;8315;8315;-;0;-;12026;3587;4567;785,00;404;27;5683;-999;0
2024-04-20;14;19492;32938;20967;-;0;-;8018;8018;-;0;-;11971;3811;4291;785,00;805;-375;6136;-546;0
2024-04-20;15;19203;32921;21258;-;0;-;8284;8284;-;0;-;11663;3884;3907;783,00;424;-394;6023;-963;0
2024-04-20;16;19046;32242;21128;-;0;-;8678;8678;-;0;-;11114;3745;3477;767,00;315;-285;5601;-1271;0
2024-04-20;17;18992;31167;21053;-;78;-;9452;9442;-;10;-;10036;3460;2652;499,00;-403;450;4901;-1810;0
2024-04-20;18;18888;30264;21038;-;354;-;10056;9929;-;128;-;8872;2984;1844;0,00;-704;642;4570;-2319;0
2024-04-20;19;19466;29209;21038;-;756;-;10877;10399;-;478;-;7415;2411;871;0,00;606;625;4210;-2679;0
2024-04-20;20;20049;28560;21038;-;1291;-;12532;11759;-;773;-;6231;1940;78;0,00;455;831;2983;-3857;0
2024-04-20;21;19967;28279;21112;-;1349;-;12781;12062;-;720;-;5818;1608;0;0,00;368;916;2687;-4270;0
